"ind","main.effect","mean","sd","sem","sp","jolyid"
"ACEPEN01_HF","chill0",24.25,6.7515430335097,3.37577151675485,"ACEPEN","Acer_pensylvanicum_MA_01"
"ACEPEN01_HF","chill1",14.25,1.5,0.75,"ACEPEN","Acer_pensylvanicum_MA_01"
"ACEPEN01_HF","chill2",17,4.96655480858378,2.48327740429189,"ACEPEN","Acer_pensylvanicum_MA_01"
"ACEPEN01_HF","12",16.5,5.39444158370447,2.20227155455452,"ACEPEN","Acer_pensylvanicum_MA_01"
"ACEPEN01_HF","20",18.5,5.35723809439155,2.18708329364323,"ACEPEN","Acer_pensylvanicum_MA_01"
"ACEPEN01_HF","08",20.5,6.89202437604511,2.81365716935569,"ACEPEN","Acer_pensylvanicum_MA_01"
"ACEPEN01_HF","15",18.5,7.58287544405155,3.09569593683445,"ACEPEN","Acer_pensylvanicum_MA_01"
"ACEPEN02_HF","chill2",16,5.35412613473634,2.67706306736817,"ACEPEN","Acer_pensylvanicum_MA_02"
"ACEPEN02_HF","chill0",22.6666666666667,3.78593889720018,1.89296944860009,"ACEPEN","Acer_pensylvanicum_MA_02"
"ACEPEN02_HF","12",12.6,4.97995983919549,2.03306009093025,"ACEPEN","Acer_pensylvanicum_MA_02"
"ACEPEN02_HF","20",17.8,7.69415362466854,3.14112506383727,"ACEPEN","Acer_pensylvanicum_MA_02"
"ACEPEN02_HF","chill1",10.25,3.86221007541882,1.93110503770941,"ACEPEN","Acer_pensylvanicum_MA_02"
"ACEPEN02_HF","08",18.3333333333333,6.86051504383357,2.80079353834667,"ACEPEN","Acer_pensylvanicum_MA_02"
"ACEPEN02_HF","15",14,5.44058820349418,2.22111083319436,"ACEPEN","Acer_pensylvanicum_MA_02"
"ACEPEN03_HF","12",12.8333333333333,6.6758270399005,2.72539497647181,"ACEPEN","Acer_pensylvanicum_MA_03"
"ACEPEN03_HF","08",12.6666666666667,6.53197264742181,2.66666666666667,"ACEPEN","Acer_pensylvanicum_MA_03"
"ACEPEN03_HF","20",12.5,6.28490254498827,2.56580071972344,"ACEPEN","Acer_pensylvanicum_MA_03"
"ACEPEN03_HF","chill0",18,3.55902608401044,1.77951304200522,"ACEPEN","Acer_pensylvanicum_MA_03"
"ACEPEN03_HF","chill1",5.5,2.88675134594813,1.44337567297406,"ACEPEN","Acer_pensylvanicum_MA_03"
"ACEPEN03_HF","15",13,6.89927532426414,2.81661735657035,"ACEPEN","Acer_pensylvanicum_MA_03"
"ACEPEN03_HF","chill2",14.75,3.5,1.75,"ACEPEN","Acer_pensylvanicum_MA_03"
"ACEPEN04_HF","12",11.8333333333333,5.77638872191499,2.35820082077653,"ACEPEN","Acer_pensylvanicum_MA_04"
"ACEPEN04_HF","08",15.4,4.61519230368573,1.88414436814168,"ACEPEN","Acer_pensylvanicum_MA_04"
"ACEPEN04_HF","20",13.6666666666667,3.38624669312008,1.38242942355518,"ACEPEN","Acer_pensylvanicum_MA_04"
"ACEPEN04_HF","chill2",13.3333333333333,0.577350269189626,0.288675134594813,"ACEPEN","Acer_pensylvanicum_MA_04"
"ACEPEN04_HF","chill0",18,3.55902608401044,1.77951304200522,"ACEPEN","Acer_pensylvanicum_MA_04"
"ACEPEN04_HF","15",13.2,7.56306816047562,3.08760964717584,"ACEPEN","Acer_pensylvanicum_MA_04"
"ACEPEN04_HF","chill1",9,5.35412613473634,2.67706306736817,"ACEPEN","Acer_pensylvanicum_MA_04"
"ACEPEN04_SH","12",16.3333333333333,7.68548415304245,3.13758576686669,"ACEPEN","Acer_pensylvanicum_QC_04"
"ACEPEN04_SH","20",17.6666666666667,5.24086506854228,2.13957420478416,"ACEPEN","Acer_pensylvanicum_QC_04"
"ACEPEN04_SH","15",17.8333333333333,7.60043858383624,3.10286605862673,"ACEPEN","Acer_pensylvanicum_QC_04"
"ACEPEN04_SH","chill2",16,5.35412613473634,2.67706306736817,"ACEPEN","Acer_pensylvanicum_QC_04"
"ACEPEN04_SH","08",19.1666666666667,4.62240918425302,1.88709064729575,"ACEPEN","Acer_pensylvanicum_QC_04"
"ACEPEN04_SH","chill1",16.25,5.25198375219624,2.62599187609812,"ACEPEN","Acer_pensylvanicum_QC_04"
"ACEPEN04_SH","chill0",21,8.04155872120988,4.02077936060494,"ACEPEN","Acer_pensylvanicum_QC_04"
"ACEPEN06_SH","12",14.5,5.64800849857718,2.3057898140695,"ACEPEN","Acer_pensylvanicum_QC_06"
"ACEPEN06_SH","20",15.5,4.37035467668243,1.78418982547635,"ACEPEN","Acer_pensylvanicum_QC_06"
"ACEPEN06_SH","chill2",14.75,3.5,1.75,"ACEPEN","Acer_pensylvanicum_QC_06"
"ACEPEN06_SH","08",15,4.24264068711928,1.73205080756888,"ACEPEN","Acer_pensylvanicum_QC_06"
"ACEPEN06_SH","15",14,5.44058820349418,2.22111083319436,"ACEPEN","Acer_pensylvanicum_QC_06"
"ACEPEN06_SH","chill1",10.25,3.86221007541882,1.93110503770941,"ACEPEN","Acer_pensylvanicum_QC_06"
"ACEPEN06_SH","chill0",19.25,1.5,0.75,"ACEPEN","Acer_pensylvanicum_QC_06"
"ACEPEN07_SH","chill1",17.25,4.19324854180304,2.09662427090152,"ACEPEN","Acer_pensylvanicum_QC_07"
"ACEPEN07_SH","chill2",17.75,4.3493294502333,2.17466472511665,"ACEPEN","Acer_pensylvanicum_QC_07"
"ACEPEN07_SH","chill0",31,5.94418483337567,2.97209241668783,"ACEPEN","Acer_pensylvanicum_QC_07"
"ACEPEN07_SH","08",24.3333333333333,8.33466656001706,3.40261337471329,"ACEPEN","Acer_pensylvanicum_QC_07"
"ACEPEN07_SH","12",19.6666666666667,7.60701430698449,3.10555058636056,"ACEPEN","Acer_pensylvanicum_QC_07"
"ACEPEN07_SH","20",20,6.35609943282828,2.59486672747048,"ACEPEN","Acer_pensylvanicum_QC_07"
"ACEPEN07_SH","15",24,9.50789145920377,3.8815804341359,"ACEPEN","Acer_pensylvanicum_QC_07"
"ACEPEN08_SH","chill1",16.25,5.25198375219624,2.62599187609812,"ACEPEN","Acer_pensylvanicum_QC_08"
"ACEPEN08_SH","chill2",16,5.35412613473634,2.67706306736817,"ACEPEN","Acer_pensylvanicum_QC_08"
"ACEPEN08_SH","20",20,5.8309518948453,2.38047614284762,"ACEPEN","Acer_pensylvanicum_QC_08"
"ACEPEN08_SH","chill0",29,8.83176086632785,4.41588043316392,"ACEPEN","Acer_pensylvanicum_QC_08"
"ACEPEN08_SH","12",17.1666666666667,7.52108148251744,3.07046865767716,"ACEPEN","Acer_pensylvanicum_QC_08"
"ACEPEN08_SH","15",20.8333333333333,11.6002873527627,4.73579748065495,"ACEPEN","Acer_pensylvanicum_QC_08"
"ACEPEN08_SH","08",23.6666666666667,9.33095207718198,3.80934523390977,"ACEPEN","Acer_pensylvanicum_QC_08"
"ACEPEN09_SH","chill1",11.5,3.69684550213647,1.84842275106824,"ACEPEN","Acer_pensylvanicum_QC_09"
"ACEPEN09_SH","chill2",13.25,0.5,0.25,"ACEPEN","Acer_pensylvanicum_QC_09"
"ACEPEN09_SH","chill0",21,8.52447456836295,4.26223728418147,"ACEPEN","Acer_pensylvanicum_QC_09"
"ACEPEN09_SH","12",13.5,3.83405790253616,1.56524758424985,"ACEPEN","Acer_pensylvanicum_QC_09"
"ACEPEN09_SH","20",14.5,2.07364413533277,0.84656167328002,"ACEPEN","Acer_pensylvanicum_QC_09"
"ACEPEN09_SH","08",17,8.41427358718505,3.43511280746353,"ACEPEN","Acer_pensylvanicum_QC_09"
"ACEPEN09_SH","15",16,9.338094023943,3.81226092146555,"ACEPEN","Acer_pensylvanicum_QC_09"
"ACEPEN11_HF","chill0",24.25,12.5532200384337,6.27661001921685,"ACEPEN","Acer_pensylvanicum_MA_11"
"ACEPEN11_HF","chill1",18.25,6.07590871118606,3.03795435559303,"ACEPEN","Acer_pensylvanicum_MA_11"
"ACEPEN11_HF","12",15.1666666666667,8.75023809199879,3.57226974221028,"ACEPEN","Acer_pensylvanicum_MA_11"
"ACEPEN11_HF","20",17.8333333333333,8.01040989379861,3.2702361450581,"ACEPEN","Acer_pensylvanicum_MA_11"
"ACEPEN11_HF","chill2",17,4.96655480858378,2.48327740429189,"ACEPEN","Acer_pensylvanicum_MA_11"
"ACEPEN11_HF","08",24.5,5.16720427310553,2.1095023109729,"ACEPEN","Acer_pensylvanicum_MA_11"
"ACEPEN11_HF","15",21.8333333333333,9.04249228181405,3.69158201558326,"ACEPEN","Acer_pensylvanicum_MA_11"
"ALNINC01_HF","chill0",42,18.1291661878495,9.06458309392477,"ALNINC","Alnus_incana_MA_01"
"ALNINC01_HF","12",36.5,4.94974746830583,3.5,"ALNINC","Alnus_incana_MA_01"
"ALNINC01_HF","20",30,4.24264068711928,3,"ALNINC","Alnus_incana_MA_01"
"ALNINC01_HF","08",47.5,28.9913780286484,20.5,"ALNINC","Alnus_incana_MA_01"
"ALNINC01_HF","15",54,19.7989898732233,14,"ALNINC","Alnus_incana_MA_01"
"ALNINC01_SH","chill0",21.25,11.4709778717132,5.73548893585659,"ALNINC","Alnus_incana_QC_01"
"ALNINC01_SH","20",16,14.142135623731,10,"ALNINC","Alnus_incana_QC_01"
"ALNINC01_SH","12",13,9.89949493661167,7,"ALNINC","Alnus_incana_QC_01"
"ALNINC01_SH","15",26.5,9.19238815542512,6.5,"ALNINC","Alnus_incana_QC_01"
"ALNINC01_SH","08",29.5,4.94974746830583,3.5,"ALNINC","Alnus_incana_QC_01"
"ALNINC02_HF","12",40.5,10.6066017177982,7.5,"ALNINC","Alnus_incana_MA_02"
"ALNINC02_HF","20",33.5,0.707106781186548,0.5,"ALNINC","Alnus_incana_MA_02"
"ALNINC02_HF","chill0",39.25,7.08872343937891,3.54436171968946,"ALNINC","Alnus_incana_MA_02"
"ALNINC02_HF","08",38,5.65685424949238,4,"ALNINC","Alnus_incana_MA_02"
"ALNINC02_HF","15",45,4.24264068711928,3,"ALNINC","Alnus_incana_MA_02"
"ALNINC04_HF","chill0",25.5,13.1782649338472,6.5891324669236,"ALNINC","Alnus_incana_MA_04"
"ALNINC04_HF","12",17.5,16.2634559672906,11.5,"ALNINC","Alnus_incana_MA_04"
"ALNINC04_HF","20",20,19.7989898732233,14,"ALNINC","Alnus_incana_MA_04"
"ALNINC04_HF","08",33.5,0.707106781186548,0.5,"ALNINC","Alnus_incana_MA_04"
"ALNINC04_HF","15",31,2.82842712474619,2,"ALNINC","Alnus_incana_MA_04"
"ALNINC04_SH","20",29,NA,NA,"ALNINC","Alnus_incana_QC_04"
"ALNINC04_SH","15",39.5,0.707106781186548,0.5,"ALNINC","Alnus_incana_QC_04"
"ALNINC04_SH","12",34.5,7.77817459305202,5.5,"ALNINC","Alnus_incana_QC_04"
"ALNINC04_SH","08",39,NA,NA,"ALNINC","Alnus_incana_QC_04"
"ALNINC04_SH","chill0",36,6.08276253029822,3.04138126514911,"ALNINC","Alnus_incana_QC_04"
"ALNINC05_HF","20",23.5,14.8492424049175,10.5,"ALNINC","Alnus_incana_MA_05"
"ALNINC05_HF","chill0",23.5,12.1243556529821,6.06217782649107,"ALNINC","Alnus_incana_MA_05"
"ALNINC05_HF","12",23.5,14.8492424049175,10.5,"ALNINC","Alnus_incana_MA_05"
"ALNINC05_HF","15",23.5,14.8492424049175,10.5,"ALNINC","Alnus_incana_MA_05"
"ALNINC05_HF","08",23.5,14.8492424049175,10.5,"ALNINC","Alnus_incana_MA_05"
"ALNINC05_SH","12",22.5,14.8492424049175,10.5,"ALNINC","Alnus_incana_QC_05"
"ALNINC05_SH","20",30,4.24264068711928,3,"ALNINC","Alnus_incana_QC_05"
"ALNINC05_SH","08",34.5,10.6066017177982,7.5,"ALNINC","Alnus_incana_QC_05"
"ALNINC05_SH","15",27,21.2132034355964,15,"ALNINC","Alnus_incana_QC_05"
"ALNINC05_SH","chill0",28.5,12.6095202129185,6.30476010645925,"ALNINC","Alnus_incana_QC_05"
"ALNINC06_SH","12",16.5,4.94974746830583,3.5,"ALNINC","Alnus_incana_QC_06"
"ALNINC06_SH","08",21,11.3137084989848,8,"ALNINC","Alnus_incana_QC_06"
"ALNINC06_SH","20",21,11.3137084989848,8,"ALNINC","Alnus_incana_QC_06"
"ALNINC06_SH","chill0",18.75,7.58836829188814,3.79418414594407,"ALNINC","Alnus_incana_QC_06"
"ALNINC06_SH","15",16.5,4.94974746830583,3.5,"ALNINC","Alnus_incana_QC_06"
"ALNINC07_SH","12",26,11.3137084989848,8,"ALNINC","Alnus_incana_QC_07"
"ALNINC07_SH","08",30,4.24264068711928,3,"ALNINC","Alnus_incana_QC_07"
"ALNINC07_SH","20",22.5,6.36396103067893,4.5,"ALNINC","Alnus_incana_QC_07"
"ALNINC07_SH","chill0",28,7.34846922834953,3.67423461417477,"ALNINC","Alnus_incana_QC_07"
"ALNINC07_SH","15",33.5,0.707106781186548,0.5,"ALNINC","Alnus_incana_QC_07"
"ALNINC08_HF","12",21,11.3137084989848,8,"ALNINC","Alnus_incana_MA_08"
"ALNINC08_HF","20",23.5,14.8492424049175,10.5,"ALNINC","Alnus_incana_MA_08"
"ALNINC08_HF","08",40.5,9.19238815542512,6.5,"ALNINC","Alnus_incana_MA_08"
"ALNINC08_HF","15",38,12.7279220613579,9,"ALNINC","Alnus_incana_MA_08"
"ALNINC08_HF","chill0",30.75,14.0564338768172,7.02821693840858,"ALNINC","Alnus_incana_MA_08"
"FAGGRA02_SH","chill0",44.75,28.6981416355368,14.3490708177684,"FAGGRA","Fagus_grandifolia_QC_02"
"FAGGRA02_SH","chill1",38.75,11.1766124861993,5.58830624309966,"FAGGRA","Fagus_grandifolia_QC_02"
"FAGGRA02_SH","chill2",37.75,11.0264832713487,5.51324163567436,"FAGGRA","Fagus_grandifolia_QC_02"
"FAGGRA02_SH","20",34.1666666666667,15.5488477600968,6.34779051674238,"FAGGRA","Fagus_grandifolia_QC_02"
"FAGGRA02_SH","12",33.8333333333333,7.98540335028023,3.26002726641631,"FAGGRA","Fagus_grandifolia_QC_02"
"FAGGRA02_SH","08",47,22.29798197147,9.10311302064665,"FAGGRA","Fagus_grandifolia_QC_02"
"FAGGRA02_SH","15",46.6666666666667,18.151216671801,7.41020317610193,"FAGGRA","Fagus_grandifolia_QC_02"
"FAGGRA03_HF","chill0",82,NA,NA,"FAGGRA","Fagus_grandifolia_MA_03"
"FAGGRA03_HF","chill1",39.6666666666667,2.88675134594813,1.44337567297406,"FAGGRA","Fagus_grandifolia_MA_03"
"FAGGRA03_HF","chill2",43.6666666666667,8.02080627701064,4.01040313850532,"FAGGRA","Fagus_grandifolia_MA_03"
"FAGGRA03_HF","12",40,3.55902608401044,1.45296631451356,"FAGGRA","Fagus_grandifolia_MA_03"
"FAGGRA03_HF","08",57.3333333333333,22.4796204001165,9.17726659862414,"FAGGRA","Fagus_grandifolia_MA_03"
"FAGGRA03_HF","20",37.3333333333333,1.15470053837925,0.471404520791032,"FAGGRA","Fagus_grandifolia_MA_03"
"FAGGRA03_HF","15",55,18.4932420089069,7.54983443527075,"FAGGRA","Fagus_grandifolia_MA_03"
"FAGGRA04_SH","12",36.4,7.86129760281342,3.20936130717624,"FAGGRA","Fagus_grandifolia_QC_04"
"FAGGRA04_SH","20",36.2,13.736811857196,5.60802995712398,"FAGGRA","Fagus_grandifolia_QC_04"
"FAGGRA04_SH","15",41.6,15.7257750206468,6.42002076839839,"FAGGRA","Fagus_grandifolia_QC_04"
"FAGGRA04_SH","08",41.4,19.4113368936815,7.92464510246358,"FAGGRA","Fagus_grandifolia_QC_04"
"FAGGRA04_SH","chill0",46.6666666666667,19.7568553503166,9.8784276751583,"FAGGRA","Fagus_grandifolia_QC_04"
"FAGGRA04_SH","chill1",35.3333333333333,10.5987420637231,5.29937103186155,"FAGGRA","Fagus_grandifolia_QC_04"
"FAGGRA04_SH","chill2",35.75,13.5738719604982,6.78693598024911,"FAGGRA","Fagus_grandifolia_QC_04"
"FAGGRA05_SH","12",42.3333333333333,14.6924016643525,5.9981478622803,"FAGGRA","Fagus_grandifolia_QC_05"
"FAGGRA05_SH","15",54.8,16.1771443709945,6.60429153404562,"FAGGRA","Fagus_grandifolia_QC_05"
"FAGGRA05_SH","08",63,26.8700576850888,10.9696551146029,"FAGGRA","Fagus_grandifolia_QC_05"
"FAGGRA05_SH","chill2",33.6666666666667,17.0391705588427,8.51958527942137,"FAGGRA","Fagus_grandifolia_QC_05"
"FAGGRA05_SH","20",35.3333333333333,18.5022521151706,7.55351279574977,"FAGGRA","Fagus_grandifolia_QC_05"
"FAGGRA05_SH","chill0",59,19.9248588451713,9.96242942258564,"FAGGRA","Fagus_grandifolia_QC_05"
"FAGGRA05_SH","chill1",51,8.48528137423857,4.24264068711928,"FAGGRA","Fagus_grandifolia_QC_05"
"FAGGRA06_SH","12",38.6666666666667,8.68715526893969,3.54651628753877,"FAGGRA","Fagus_grandifolia_QC_06"
"FAGGRA06_SH","08",60.6,10.3826778819339,4.23871049573649,"FAGGRA","Fagus_grandifolia_QC_06"
"FAGGRA06_SH","chill1",45.75,9.67384790728763,4.83692395364382,"FAGGRA","Fagus_grandifolia_QC_06"
"FAGGRA06_SH","20",45.6,16.2573060498965,6.63701740241805,"FAGGRA","Fagus_grandifolia_QC_06"
"FAGGRA06_SH","15",51.1666666666667,13.9916641850306,5.71207298428318,"FAGGRA","Fagus_grandifolia_QC_06"
"FAGGRA06_SH","chill2",38.6666666666667,12.5830573921179,6.29152869605896,"FAGGRA","Fagus_grandifolia_QC_06"
"FAGGRA06_SH","chill0",59,15.9373774505092,7.96868872525461,"FAGGRA","Fagus_grandifolia_QC_06"
"FAGGRA07_SH","chill2",32,19.0787840283389,9.53939201416946,"FAGGRA","Fagus_grandifolia_QC_07"
"FAGGRA07_SH","12",26,8.04155872120988,3.2829526005987,"FAGGRA","Fagus_grandifolia_QC_07"
"FAGGRA07_SH","08",57,16.0934769394311,6.57013444814234,"FAGGRA","Fagus_grandifolia_QC_07"
"FAGGRA07_SH","20",22.5,12.0208152801713,4.90747728811182,"FAGGRA","Fagus_grandifolia_QC_07"
"FAGGRA07_SH","chill1",37.5,9.19238815542512,4.59619407771256,"FAGGRA","Fagus_grandifolia_QC_07"
"FAGGRA07_SH","chill0",52,32.5269119345812,16.2634559672906,"FAGGRA","Fagus_grandifolia_QC_07"
"FAGGRA07_SH","15",46,18.8812075884992,7.70822071989812,"FAGGRA","Fagus_grandifolia_QC_07"
"FAGGRA08_SH","chill0",61,NA,NA,"FAGGRA","Fagus_grandifolia_QC_08"
"FAGGRA08_SH","chill2",39.5,4.94974746830583,2.47487373415292,"FAGGRA","Fagus_grandifolia_QC_08"
"FAGGRA08_SH","chill1",41.6666666666667,7.23417813807024,3.61708906903512,"FAGGRA","Fagus_grandifolia_QC_08"
"FAGGRA08_SH","20",41.3333333333333,7.57187779440036,3.09120616516523,"FAGGRA","Fagus_grandifolia_QC_08"
"FAGGRA08_SH","15",47,12.4899959967968,5.09901951359279,"FAGGRA","Fagus_grandifolia_QC_08"
"FAGGRA08_SH","12",43,10.4163333279998,4.25245027405769,"FAGGRA","Fagus_grandifolia_QC_08"
"FAGGRA08_SH","08",50,NA,NA,"FAGGRA","Fagus_grandifolia_QC_08"
"FAGGRA09_HF","chill1",36.75,12.6326297077581,6.31631485387907,"FAGGRA","Fagus_grandifolia_MA_09"
"FAGGRA09_HF","chill2",34,14.9443411809733,7.47217059048663,"FAGGRA","Fagus_grandifolia_MA_09"
"FAGGRA09_HF","08",42.3333333333333,11.9443152447793,4.8762462794426,"FAGGRA","Fagus_grandifolia_MA_09"
"FAGGRA09_HF","chill0",43.5,8.81286937760152,4.40643468880076,"FAGGRA","Fagus_grandifolia_MA_09"
"FAGGRA09_HF","20",39.5,11.3269589917153,4.62421164452205,"FAGGRA","Fagus_grandifolia_MA_09"
"FAGGRA09_HF","12",33.8333333333333,11.3387242080697,4.62901477398569,"FAGGRA","Fagus_grandifolia_MA_09"
"FAGGRA09_HF","15",36.6666666666667,13.47095641247,5.49949492630409,"FAGGRA","Fagus_grandifolia_MA_09"
"FAGGRA10_HF","chill0",58,12.2474487139159,6.12372435695795,"FAGGRA","Fagus_grandifolia_MA_10"
"FAGGRA10_HF","chill1",51,1,0.5,"FAGGRA","Fagus_grandifolia_MA_10"
"FAGGRA10_HF","chill2",37.75,11.0264832713487,5.51324163567436,"FAGGRA","Fagus_grandifolia_MA_10"
"FAGGRA10_HF","20",49.6,14.6731046476197,5.99026988818812,"FAGGRA","Fagus_grandifolia_MA_10"
"FAGGRA10_HF","12",40.8,11.8827606220104,4.85111670992704,"FAGGRA","Fagus_grandifolia_MA_10"
"FAGGRA10_HF","08",55.3333333333333,10.1718565988057,4.15264306730598,"FAGGRA","Fagus_grandifolia_MA_10"
"FAGGRA10_HF","15",48,12.5698050899765,5.13160143944688,"FAGGRA","Fagus_grandifolia_MA_10"
"FAGGRA11_HF","chill0",61.3333333333333,11.5470053837925,5.77350269189626,"FAGGRA","Fagus_grandifolia_MA_11"
"FAGGRA11_HF","chill1",38.75,9.84462628374824,4.92231314187412,"FAGGRA","Fagus_grandifolia_MA_11"
"FAGGRA11_HF","20",44,18.8856206322871,7.71002233748025,"FAGGRA","Fagus_grandifolia_MA_11"
"FAGGRA11_HF","12",33.2,8.40832920383116,3.43268602312145,"FAGGRA","Fagus_grandifolia_MA_11"
"FAGGRA11_HF","08",54.8,12.2963409191515,5.01996015920445,"FAGGRA","Fagus_grandifolia_MA_11"
"FAGGRA11_HF","chill2",33.6666666666667,9.07377172587747,4.53688586293873,"FAGGRA","Fagus_grandifolia_MA_11"
"FAGGRA11_HF","15",44,14.0285423334001,5.72712842531054,"FAGGRA","Fagus_grandifolia_MA_11"
"FAGGRA13_HF","chill0",35.75,8.18026079453868,4.09013039726934,"FAGGRA","Fagus_grandifolia_MA_13"
"FAGGRA13_HF","chill2",35.5,8.2663978450915,4.13319892254575,"FAGGRA","Fagus_grandifolia_MA_13"
"FAGGRA13_HF","12",28.1666666666667,2.99443929086343,1.22247472139282,"FAGGRA","Fagus_grandifolia_MA_13"
"FAGGRA13_HF","08",39.6666666666667,5.16397779494322,2.10818510677892,"FAGGRA","Fagus_grandifolia_MA_13"
"FAGGRA13_HF","chill1",30.5,5.74456264653803,2.87228132326901,"FAGGRA","Fagus_grandifolia_MA_13"
"FAGGRA13_HF","20",33.1666666666667,8.42417157153549,3.43915364265364,"FAGGRA","Fagus_grandifolia_MA_13"
"FAGGRA13_HF","15",34.6666666666667,6.53197264742181,2.66666666666667,"FAGGRA","Fagus_grandifolia_MA_13"
"FAGGRA14_HF","20",36.6,9.18150314491042,3.74833296279826,"FAGGRA","Fagus_grandifolia_MA_14"
"FAGGRA14_HF","12",38.6666666666667,7.00476028616731,2.85968141193696,"FAGGRA","Fagus_grandifolia_MA_14"
